VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,pickup_longitude,pickup_latitude,RatecodeID,store_and_fwd_flag,dropoff_longitude,dropoff_latitude,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount
1,2016-06-09 21:09:51,2016-06-09 21:22:35,1,4.00,-73.978309631347656,40.787979125976563,1,N,-73.993690490722656,40.746906280517578,1,13.5,0.5,0.5,2.95,0,0.3,17.75
1,2016-06-09 21:09:51,2016-06-09 21:18:13,1,2.20,-73.949440002441406,40.781116485595703,1,N,-73.938552856445313,40.804893493652344,2,8.5,0.5,0.5,0,0,0.3,9.8
1,2016-06-09 21:09:51,2016-06-09 21:25:31,1,3.00,-73.976722717285156,40.762992858886719,1,N,-73.981575012207031,40.729103088378906,1,12.5,0.5,0.5,4.1,0,0.3,17.9
2,2016-06-09 21:09:51,2016-06-09 21:25:42,1,2.85,-73.981895446777344,40.763275146484375,1,N,-73.974800109863281,40.793251037597656,1,13,0.5,0.5,2.86,0,0.3,17.16
2,2016-06-09 21:09:51,2016-06-09 21:18:10,2,1.33,-73.9840087890625,40.743850708007813,1,N,-73.9901123046875,40.756919860839844,1,7.5,0.5,0.5,1.76,0,0.3,10.56
2,2016-06-09 21:09:51,2016-06-09 21:30:57,1,2.21,-73.98162841796875,40.763710021972656,1,N,-74.004112243652344,40.742130279541016,1,14.5,0.5,0.5,3.16,0,0.3,18.96
1,2016-06-09 21:09:52,2016-06-09 21:27:51,1,3.30,-73.988739013671875,40.73651123046875,1,N,-73.959510803222656,40.776134490966797,2,14.5,0.5,0.5,0,0,0.3,15.8
1,2016-06-09 21:09:52,2016-06-09 21:34:55,1,5.60,-74.000633239746094,40.727127075195313,1,N,-73.993606567382812,40.666751861572266,1,20.5,0.5,0.5,2.5,0,0.3,24.3
1,2016-06-09 21:09:52,2016-06-09 21:21:30,1,1.50,-73.998863220214844,40.739704132080078,1,N,-74.004203796386719,40.719829559326172,1,9,0.5,0.5,2,0,0.3,12.3
2,2016-06-09 21:09:52,2016-06-09 21:23:21,1,1.51,-73.974540710449219,40.762386322021484,1,N,-73.987876892089844,40.74365234375,2,10,0.5,0.5,0,0,0.3,11.3
2,2016-06-09 21:09:52,2016-06-09 21:18:11,1,.95,-73.959213256835938,40.771659851074219,1,N,-73.969779968261719,40.762569427490234,2,6.5,0.5,0.5,0,0,0.3,7.8
1,2016-06-09 21:09:53,2016-06-09 21:24:16,1,2.70,-73.993576049804688,40.727428436279297,1,N,-73.9659423828125,40.754364013671875,1,12,0.5,0.5,2.2,0,0.3,15.5
2,2016-06-09 21:09:53,2016-06-09 21:20:47,1,1.52,-73.972282409667969,40.759830474853516,1,N,-73.990272521972656,40.756320953369141,2,8.5,0.5,0.5,0,0,0.3,9.8
2,2016-06-09 21:09:53,2016-06-09 21:35:13,2,4.43,-73.992904663085938,40.7398681640625,1,N,-73.973976135253906,40.791202545166016,2,19.5,0.5,0.5,0,0,0.3,20.8
2,2016-06-09 21:09:53,2016-06-09 21:13:27,1,.78,-73.946151733398438,40.773040771484375,1,N,-73.95538330078125,40.779468536376953,1,5,0.5,0.5,1,0,0.3,7.3
2,2016-06-09 21:09:53,2016-06-09 21:22:19,1,2.02,-74.008247375488281,40.711269378662109,1,N,-73.983871459960937,40.693538665771484,1,10,0.5,0.5,3.39,0,0.3,14.69
2,2016-06-09 21:09:53,2016-06-09 21:12:03,1,.81,-73.973243713378906,40.743839263916016,1,N,-73.965827941894531,40.754459381103516,1,4.5,0.5,0.5,1,0,0.3,6.8
1,2016-06-09 21:09:54,2016-06-09 21:22:01,1,2.40,-73.953895568847656,40.766853332519531,1,N,-73.988143920898438,40.779251098632813,1,11,0.5,0.5,2.45,0,0.3,14.75
1,2016-06-09 21:09:54,2016-06-09 21:22:45,1,1.90,-73.9737548828125,40.752204895019531,1,N,-73.990066528320312,40.735233306884766,1,10,0.5,0.5,1,0,0.3,12.3
1,2016-06-09 21:09:54,2016-06-09 21:18:09,1,1.20,-74.006248474121094,40.734138488769531,1,N,-73.994705200195313,40.750278472900391,1,7.5,0.5,0.5,2.2,0,0.3,11
1,2016-06-09 21:09:55,2016-06-09 21:17:08,1,.70,-73.982742309570313,40.761760711669922,1,N,-73.989166259765625,40.766685485839844,1,6,0.5,0.5,1.45,0,0.3,8.75
1,2016-06-09 21:09:55,2016-06-09 21:29:29,1,2.40,-73.98040771484375,40.764884948730469,1,N,-73.985084533691406,40.739006042480469,1,14,0.5,0,2.95,0,0.3,17.75
1,2016-06-09 21:09:55,2016-06-09 21:18:16,1,1.60,-73.966751098632813,40.788978576660156,1,N,-73.986183166503906,40.777431488037109,1,8,0.5,0.5,1.5,0,0.3,10.8
1,2016-06-09 21:09:55,2016-06-09 21:21:29,1,2.20,-73.983428955078125,40.771011352539062,1,N,-73.95538330078125,40.777801513671875,2,10,0.5,0.5,0,0,0.3,11.3
2,2016-06-09 21:09:55,2016-06-09 21:17:38,1,2.03,-73.970916748046875,40.758468627929687,1,N,-73.951873779296875,40.778022766113281,1,8.5,0.5,0.5,1.96,0,0.3,11.76
2,2016-06-09 21:09:55,2016-06-09 21:19:35,1,2.19,-73.993118286132812,40.766380310058594,1,N,-73.971755981445312,40.792137145996094,1,9.5,0.5,0.5,2.16,0,0.3,12.96
2,2016-06-09 21:09:55,2016-06-09 21:26:48,1,5.56,-74.016250610351563,40.711048126220703,1,N,-73.980583190917969,40.744369506835938,1,19,0.5,0.5,4.06,0,0.3,24.36
1,2016-06-09 21:09:56,2016-06-09 21:23:26,1,3.70,-73.953994750976563,40.77484130859375,1,N,-73.996406555175781,40.7650146484375,1,13.5,0.5,0.5,1,0,0.3,15.8
2,2016-06-09 21:09:56,2016-06-09 21:31:18,1,4.51,-73.993118286132812,40.736568450927734,1,N,-73.947280883789063,40.779960632324219,1,17,0.5,0.5,3.66,0,0.3,21.96
2,2016-06-09 21:09:56,2016-06-09 21:19:50,3,1.90,-74.007308959960938,40.715785980224609,1,N,-73.986579895019531,40.731285095214844,2,8.5,0.5,0.5,0,0,0.3,9.8
2,2016-06-09 21:09:56,2016-06-09 21:25:54,1,1.73,-73.98870849609375,40.742984771728516,1,N,-73.974266052246094,40.759746551513672,1,11,0.5,0.5,2.46,0,0.3,14.76
2,2016-06-09 21:13:20,2016-06-09 21:34:07,1,3.35,-74.001480102539063,40.730499267578125,1,N,-73.967666625976562,40.766109466552734,2,15.5,0.5,0.5,0,0,0.3,16.8
1,2016-06-09 21:13:21,2016-06-09 21:21:02,1,1.00,-73.982208251953125,40.762069702148438,1,N,-73.965812683105469,40.754901885986328,2,6.5,0.5,0.5,0,0,0.3,7.8
1,2016-06-09 21:13:21,2016-06-09 21:27:09,1,1.90,-73.975555419921875,40.765274047851563,1,N,-73.991203308105469,40.750179290771484,2,10.5,0.5,0.5,0,0,0.3,11.8
2,2016-06-09 21:13:21,2016-06-09 21:25:33,1,1.48,-73.988639831542969,40.733940124511719,1,N,-74.00830078125,40.736278533935547,1,9.5,0.5,0.5,2.16,0,0.3,12.96
2,2016-06-09 21:13:21,2016-06-09 21:18:25,1,.82,-73.999832153320312,40.743335723876953,1,N,-73.988555908203125,40.737232208251953,1,5,0.5,0.5,1,0,0.3,7.3
1,2016-06-09 21:13:22,2016-06-09 21:18:31,2,.50,-73.992050170898438,40.737895965576172,1,N,-73.997016906738281,40.742343902587891,2,5,0.5,0.5,0,0,0.3,6.3
1,2016-06-09 21:13:22,2016-06-09 21:19:42,1,2.70,-73.870933532714844,40.773735046386719,1,N,-73.917701721191406,40.771213531494141,1,9.5,0.5,0.5,2.7,0,0.3,13.5
1,2016-06-09 21:13:22,2016-06-09 21:23:53,3,1.30,-73.999855041503906,40.738685607910156,1,N,-73.979957580566406,40.734783172607422,1,8.5,0.5,0.5,1,0,0.3,10.8
2,2016-06-09 21:13:22,2016-06-09 21:32:39,1,3.64,-73.985786437988281,40.738288879394531,1,N,-74.012649536132813,40.716217041015625,1,15.5,0.5,0.5,3.36,0,0.3,20.16
2,2016-06-09 21:13:22,2016-06-09 21:36:56,1,6.01,-73.979080200195313,40.7470703125,1,N,-73.989677429199219,40.703845977783203,1,21,0.5,0.5,2.5,0,0.3,24.8
2,2016-06-09 21:13:22,2016-06-09 21:22:50,1,1.75,-74.015228271484375,40.714492797851563,1,N,-74.00048828125,40.728897094726563,1,8.5,0.5,0.5,1.96,0,0.3,11.76
2,2016-06-09 21:13:22,2016-06-09 21:29:52,1,3.58,-73.985084533691406,40.76348876953125,1,N,-73.949813842773438,40.801578521728516,1,14.5,0.5,0.5,3.16,0,0.3,18.96
2,2016-06-09 21:13:22,2016-06-09 21:20:16,1,1.01,-73.963058471679688,40.769298553466797,1,N,-73.967308044433594,40.757530212402344,1,6.5,0.5,0.5,1.56,0,0.3,9.36
2,2016-06-09 21:13:22,2016-06-09 21:23:07,2,.84,-73.967132568359375,40.756740570068359,1,N,-73.972549438476562,40.746578216552734,1,7.5,0.5,0.5,1.32,0,0.3,10.12
2,2016-06-09 21:13:22,2016-06-09 21:38:19,3,8.95,-74.005523681640625,40.750957489013672,1,N,-73.939582824707031,40.853378295898437,1,29,0.5,0.5,6.06,0,0.3,36.36
1,2016-06-09 21:13:23,2016-06-09 21:19:02,1,.90,-73.995933532714844,40.738681793212891,1,N,-73.992576599121094,40.748527526855469,1,5.5,0.5,0.5,2,0,0.3,8.8
1,2016-06-09 21:13:23,2016-06-09 21:50:32,1,8.40,-73.979690551757812,40.762168884277344,1,N,-73.993072509765625,40.680366516113281,1,31,0.5,0.5,6.45,0,0.3,38.75
1,2016-06-09 21:13:23,2016-06-09 21:31:54,1,5.20,-73.97998046875,40.743270874023438,1,N,-74.0106201171875,40.716930389404297,1,19,0.5,0.5,2,0,0.3,22.3
2,2016-06-09 21:13:23,2016-06-09 21:43:05,1,16.36,-73.995018005371094,40.750259399414063,3,N,-74.185752868652344,40.689319610595703,1,62.5,0.5,0,22.76,12.58,0.3,98.64
2,2016-06-09 21:13:23,2016-06-09 21:28:08,2,2.37,-74.007957458496094,40.737468719482422,1,N,-73.980186462402344,40.753513336181641,1,11.5,0.5,0.5,3.2,0,0.3,16
2,2016-06-09 21:13:23,2016-06-09 21:52:04,1,10.82,-73.9959716796875,40.738506317138672,1,N,-73.915908813476562,40.771835327148438,1,37.5,0.5,0.5,8.87,5.54,0.3,53.21
2,2016-06-09 21:13:23,2016-06-09 21:29:24,1,4.28,-73.991157531738281,40.750591278076172,1,N,-74.017250061035156,40.705101013183594,2,16,0.5,0.5,0,0,0.3,17.3
1,2016-06-09 21:13:24,2016-06-09 21:27:02,1,1.90,-73.965003967285156,40.76019287109375,1,N,-73.988739013671875,40.748786926269531,1,10.5,0.5,0.5,2.35,0,0.3,14.15
1,2016-06-09 21:13:24,2016-06-09 21:30:08,1,1.80,0,0,1,N,0,0,2,11.5,0.5,0.5,0,0,0.3,12.8
1,2016-06-09 21:13:24,2016-06-09 21:18:32,1,.60,-74.000129699707031,40.734825134277344,1,N,-73.991424560546875,40.735015869140625,2,5,0.5,0.5,0,0,0.3,6.3
1,2016-06-09 21:13:24,2016-06-09 21:34:59,2,3.80,-73.996452331542969,40.75335693359375,1,N,-73.955955505371094,40.772197723388672,1,16.5,0.5,0.5,3.55,0,0.3,21.35
1,2016-06-09 21:13:24,2016-06-09 21:26:41,1,2.60,-73.939094543457031,40.805374145507813,1,N,-73.96795654296875,40.797649383544922,1,11,0.5,0.5,2.45,0,0.3,14.75
1,2016-06-09 21:13:24,2016-06-09 21:35:55,4,2.40,-73.981620788574219,40.773754119873047,1,N,-73.996063232421875,40.744113922119141,2,15.5,0.5,0.5,0,0,0.3,16.8
1,2016-06-09 21:13:24,2016-06-09 21:53:52,1,10.30,-73.989982604980469,40.756767272949219,1,N,-73.871063232421875,40.774204254150391,1,37,0.5,0.5,8.75,5.54,0.3,52.59
1,2016-06-09 21:13:24,2016-06-09 21:32:54,3,3.70,-73.96356201171875,40.754467010498047,1,N,-73.974929809570313,40.793193817138672,1,15.5,0.5,0.5,3.35,0,0.3,20.15
1,2016-06-09 21:13:24,2016-06-09 21:23:33,1,1.70,-73.981544494628906,40.749763488769531,1,N,-73.965156555175781,40.769077301025391,1,9,0.5,0.5,2,0,0.3,12.3
1,2016-06-09 21:13:24,2016-06-09 21:28:39,1,2.70,-73.988471984863281,40.764183044433594,1,N,-73.955459594726563,40.776695251464844,1,12,0.5,0.5,2,0,0.3,15.3
1,2016-06-09 21:13:24,2016-06-09 21:24:21,1,1.20,-73.983955383300781,40.746498107910156,1,N,-73.992591857910156,40.758777618408203,1,8.5,0.5,0.5,0.99,0,0.3,10.79
2,2016-06-09 21:13:24,2016-06-09 21:19:48,2,1.42,-73.969505310058594,40.757865905761719,1,N,-73.9534912109375,40.768505096435547,2,7,0.5,0.5,0,0,0.3,8.3
2,2016-06-09 21:13:24,2016-06-09 21:27:25,5,3.45,-73.984527587890625,40.736660003662109,1,N,-73.952919006347656,40.780170440673828,1,13.5,0.5,0.5,2.96,0,0.3,17.76
2,2016-06-09 21:13:24,2016-06-09 21:16:16,1,.31,-74.008094787597656,40.738910675048828,1,N,-74.004348754882813,40.737903594970703,1,3.5,0.5,0.5,0,0,0.3,4.8
2,2016-06-09 21:13:24,2016-06-09 21:26:58,1,3.59,-73.972312927246094,40.746368408203125,1,N,-73.953460693359375,40.788501739501953,1,13,0.5,0.5,1,0,0.3,15.3
2,2016-06-09 21:13:24,2016-06-09 21:28:35,1,1.24,-73.992935180664062,40.743789672851562,1,N,-73.978134155273438,40.751262664794922,1,10,0.5,0.5,2.26,0,0.3,13.56
2,2016-06-09 21:05:58,2016-06-09 21:09:33,6,.32,-73.985862731933594,40.746669769287109,1,N,-73.990760803222656,40.749271392822266,1,4,0.5,0.5,1.06,0,0.3,6.36
2,2016-06-09 21:05:58,2016-06-09 21:08:47,2,.62,-73.975830078125,40.751190185546875,1,N,-73.968582153320313,40.754650115966797,1,4,0.5,0.5,1,0,0.3,6.3
1,2016-06-09 21:05:59,2016-06-09 21:18:10,1,1.50,-73.977973937988281,40.773571014404297,1,N,-73.961502075195313,40.760269165039063,2,9.5,0.5,0.5,0,0,0.3,10.8
1,2016-06-09 21:05:59,2016-06-09 21:14:23,1,1.50,-73.988029479980469,40.749969482421875,1,N,-74.002716064453125,40.760513305664063,1,8,0.5,0.5,1.85,0,0.3,11.15
2,2016-06-09 21:05:59,2016-06-09 21:12:54,1,.51,-73.998329162597656,40.727790832519531,1,N,-73.995674133300781,40.723388671875,1,6,0.5,0.5,1,0,0.3,8.3
2,2016-06-09 21:05:59,2016-06-09 21:14:28,1,1.14,-73.990921020507812,40.751911163330078,1,N,-74.002723693847656,40.760650634765625,1,7.5,0.5,0.5,1.76,0,0.3,10.56
2,2016-06-09 21:05:59,2016-06-09 21:14:24,6,1.34,-74.001686096191406,40.745761871337891,1,N,-73.990196228027344,40.758190155029297,1,7.5,0.5,0.5,1.76,0,0.3,10.56
2,2016-06-09 21:05:59,2016-06-09 21:09:04,1,.51,-73.9530029296875,40.782779693603516,1,N,-73.957809448242188,40.784931182861328,2,4,0.5,0.5,0,0,0.3,5.3
1,2016-06-09 21:06:00,2016-06-09 21:20:35,2,2.20,-74.003555297851563,40.743576049804688,1,N,-74.008186340332031,40.712875366210938,1,11.5,0.5,0.5,2,0,0.3,14.8
1,2016-06-09 21:06:00,2016-06-09 21:25:39,1,3.10,-73.998748779296875,40.717147827148438,1,N,-73.982933044433594,40.755878448486328,2,14.5,0.5,0.5,0,0,0.3,15.8
1,2016-06-09 21:06:00,2016-06-09 21:32:57,1,4.20,-74.003128051757812,40.706344604492188,1,N,-74.000404357910156,40.743606567382813,1,20,0.5,0.5,2.2,0,0.3,23.5
1,2016-06-09 21:06:00,2016-06-09 21:19:51,2,2.10,-73.986122131347656,40.726417541503906,1,N,-73.975746154785156,40.752044677734375,1,11,0.5,0.5,2,0,0.3,14.3
2,2016-06-09 21:06:00,2016-06-09 21:14:23,2,1.15,-74.006660461425781,40.73876953125,1,N,-73.991867065429688,40.745098114013672,1,7,0.5,0.5,1.66,0,0.3,9.96
2,2016-06-09 21:06:00,2016-06-09 21:26:28,3,8.77,-73.873283386230469,40.774799346923828,1,N,-73.988601684570313,40.737838745117188,1,26.5,0.5,0.5,6,5.54,0.3,39.34
2,2016-06-09 21:06:00,2016-06-09 21:30:11,5,10.14,-73.872909545898438,40.774101257324219,1,N,-74.000701904296875,40.736488342285156,1,30.5,0.5,0.5,7.47,5.54,0.3,44.81
2,2016-06-09 21:06:00,2016-06-09 21:12:55,2,1.17,0,0,1,N,0,0,1,6.5,0.5,0.5,1.95,0,0.3,9.75
2,2016-06-09 21:06:00,2016-06-09 21:14:38,1,1.58,-74.005767822265625,40.740291595458984,1,N,-73.989883422851562,40.756809234619141,1,8,0.5,0.5,1.86,0,0.3,11.16
1,2016-06-09 21:06:01,2016-06-09 21:16:55,1,1.50,-73.984710693359375,40.780719757080078,1,N,-73.981887817382812,40.766948699951172,1,9,0.5,0.5,2.06,0,0.3,12.36
2,2016-06-09 21:06:01,2016-06-09 21:17:14,2,1.71,-73.99432373046875,40.720481872558594,1,N,-74.0052490234375,40.737136840820313,1,9,0.5,0.5,2.06,0,0.3,12.36
2,2016-06-09 21:06:01,2016-06-09 21:21:31,1,2.15,-74.004287719726563,40.730297088623047,1,N,-73.981620788574219,40.750137329101563,1,11.5,0.5,0.5,2.56,0,0.3,15.36
2,2016-06-09 21:06:01,2016-06-09 21:09:17,1,.84,-74.003623962402344,40.722293853759766,1,N,-74.004043579101563,40.7132568359375,2,4.5,0.5,0.5,0,0,0.3,5.8
2,2016-06-09 21:06:01,2016-06-09 21:18:04,5,1.69,-73.979583740234375,40.763748168945313,1,N,-74.002792358398438,40.760528564453125,1,10,0.5,0.5,2,0,0.3,13.3
2,2016-06-09 21:06:01,2016-06-09 21:13:35,2,.53,-73.984367370605469,40.759899139404297,1,N,-73.9901123046875,40.756839752197266,1,6,0.5,0.5,1.46,0,0.3,8.76
2,2016-06-09 21:06:01,2016-06-09 21:12:55,2,1.29,-73.967308044433594,40.804439544677734,1,N,-73.953933715820312,40.806491851806641,2,7,0.5,0.5,0,0,0.3,8.3
2,2016-06-09 21:06:01,2016-06-09 21:09:40,1,.56,-73.963226318359375,40.758377075195312,1,N,-73.969184875488281,40.754081726074219,2,4.5,0.5,0.5,0,0,0.3,5.8
1,2016-06-09 21:06:02,2016-06-09 21:21:05,1,2.30,-73.987724304199219,40.700386047363281,1,N,-73.967658996582031,40.672798156738281,1,11.5,0.5,0.5,1,0,0.3,13.8
1,2016-06-09 21:06:02,2016-06-09 21:09:01,1,.60,-73.956916809082031,40.774864196777344,1,N,-73.956199645996094,40.781917572021484,1,4.5,0.5,0.5,1,0,0.3,6.8
1,2016-06-09 21:06:02,2016-06-09 21:14:37,1,2.00,-73.981010437011719,40.741939544677734,1,N,-73.960281372070313,40.761928558349609,1,9,0.5,0.5,2.06,0,0.3,12.36
